"","soc","certificate","confidence_entry","confidence_cert","confidence","SOC","Raw"
"27196","american health information management association","american health information management association",0.164539733517618,0.197029751861962,0.0466414790044165,"47-2031","home health aide"
"27261","air conditioning contractors of america","instructor certification",0.173876079984821,0.220524133620159,0.0551652611585183,"51-4081","food handler certification"
"27279","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"49-1011","certified arborist"
"27313","certtec","certtec aviation structures level 2 certification",0.195623716140165,0.195209648481272,0.0549404860900518,"49-9071","bronze level certification"
"27330","professional lighting and sound association","certified entertainment electrician",0.164539733517618,0.328382919769937,0.0777357983406942,"51-8031","electrician certification"
"27333","national institute for automotive service excellence","master truck equipment specialist",0.324266145075711,0.235369678919085,0.109804929390447,"51-8031","certified heavy equipment operator"
"27344","association of boards of certification","certified operator class i",0.160701515153852,0.240542048550347,0.0556135591922397,"47-2152","certified pool/spa operator"
"27361","association of boards of certification","certified operator class i",0.479275120203988,0.224779668401391,0.154992835845929,"49-1011","wastewater treatment plant operator"
"27368","solidworks","certified solidworks advanced professional sheet metal",0.334040381135725,0.333333333333333,0.160194436570041,"47-2061","sheet metal certification"
"27372","institute for the certification of computing professionals","certified cyber security professional - associate/practitioner",0.172614500372528,0.172249135254891,0.0427763810036808,"43-6014","certified registered nurse practitioner"
"27386","autodesk, inc.","autodesk certified professional in civil 3d for infrastructure design",0.167020190567863,0.111111111111111,0.0266990727616735,"47-4011","civil engineering certificate"
"27390","national institute for automotive service excellence","master truck equipment specialist",0.240684156211966,0.25,0.0865679682152988,"49-2097","bucket truck certification"
"27392","autodesk, inc.","autodesk certified professional in autocad for design and drafting",0.167020190567863,0.111111111111111,0.0266990727616735,"43-6014","autocad certification"
"27412","","",0,0,0,"49-9071","fssc 22000"
"27413","international food service executives association","master certified food executive",0.167020190567863,0.25,0.0600729137137654,"49-9071","global food safety initiative"
"27421","national center for construction education and research","national center for construction education and research",0.167020190567863,0.142857142857143,0.0343273792650088,"35-1011","business education"
"27468","electrical generating systems association","electrical generator systems technician certification",0.208158805523805,0.249261846506188,0.0746483664700614,"51-8011","electrical certification"
"27469","society of broadcast engineers, inc.","professional broadcast engineer",0.236839849878061,0.472677083875935,0.161060498202893,"51-8011","licensed professional engineer"
"27501","american society for nondestructive testing","industry radiography radiation safety personnel",0.152505194570806,0.182618872667183,0.0400682161256355,"33-2011","osha safety 10 hour"
"27502","association of boards of certification","certified operator class i",0.223834937852828,0.224779668401391,0.0723860061094792,"33-2011","forklift operator certification"
"27521","","",0,0,0,"49-1011","iso as9100"
"27525","eta international","industrial electronics",0.30736867543972,0.920154247204117,0.40690212145542,"49-9041","industrial electronics"
"27540","american culinary federation, inc.","certified secondary culinary educator",0.17755073351299,0.265762380148957,0.0678868549071629,"35-1011","certified culinary administrator"
"27576","","",0,0,0,"47-2061","licensed vocational nurse"
"27581","society of broadcast engineers, inc.","professional broadcast engineer",0.236839849878061,0.472677083875935,0.161060498202893,"49-9062","licensed professional engineer"
"27589","north american technician excellence, inc.","north american technician excellence, inc.",0.239597112122002,0.127520536965183,0.0439573421708971,"49-1011","american heart association certification"
"27590","air conditioning contractors of america","residential hvac design for quality installation",0.159652738892411,0.159314809334925,0.0365933555178014,"49-1011","quality improvement"
"27607","international council for machinery lubrication","level i machine lubrication technician",0.164539733517618,0.197029751861962,0.0466414790044165,"49-3023","certifiied lubrication specialist"
"27637","eta international","certified alarm security technician",0.346730643828552,0.247565912917037,0.123495970219305,"29-2055","certified safety and security director"
"27720","north american technician excellence, inc.","commercial refrigeration service",0.290177913728733,0.304364787778639,0.127065741322128,"49-9021","refrigeration technician certification"
"27721","national institute for automotive service excellence","transit bus - compressed natural gas (cng) engines (h1)",0.403008177110569,0.24090176638404,0.139676568201583,"49-9021","propane and natural gas installer"
"27779","citrix systems incorporated","citrix systems incorporated",0.291065687860927,0.231499778567292,0.0969418504269912,"49-9071","microsoft certified systems engineer"
"27821","american hotel and lodging association educational institute","certified maintenance employee",0.17755073351299,0.354349840198609,0.0905158065428838,"43-6014","certified employee assistance professional"
"27840","esco group","green awareness certification",0.233316704536515,0.465645707749956,0.156304381106405,"17-3012","six sigma green belt certification"
"27841","association of boards of certification","certified operator class i",0.223834937852828,0.224779668401391,0.0723860061094792,"17-3012","forklift operator certification"
"27872","the national board of boiler and pressure vessel inspectors","the national board of boiler and pressure vessel inspectors",0.167020190567863,0.111111111111111,0.0266990727616735,"49-9021","boiler operation certificate"
"27879","certification board for sterile processing and distribution","certified surgical instrument specialist",0.26179507707401,0.391861421340613,0.147592299274531,"17-3024","certified instrument specialist"
"27894","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"13-2081","typing certification"
"27900","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"49-9071","typing certification"
"27922","air conditioning contractors of america","epa section 608 certification - refrigerant handling",0.33155992408548,0.330858126551635,0.157824183530512,"51-8021","epa 608"
"27937","national verbatim reporters association","certificate of merit",0.164539733517618,0.328382919769937,0.0777357983406942,"51-9011","chemical operator certificate"
"27939","american concrete institute international","concrete construction special inspector",0.126047452230773,0.188670980140509,0.0342143970440131,"47-4011","653 aboveground storage tank inspector"
"28003","project management institute","certified associate in project management",0.28223829569744,0.337969073963861,0.137234282548208,"49-1011","certification in risk management assurance"
"28025","national institute for automotive service excellence","transit bus - preventive maintenance and inspection (pmi) (h8)",0.167020190567863,0.125,0.0300364568568827,"47-2061","pmi scheduling professional"
"28059","american academy of financial management","certified international tax analyst",0.066808076227145,0.1,0.00961166619420246,"51-8031","lock out tag out"
"28070","society of broadcast engineers, inc.","professional broadcast engineer",0.236839849878061,0.472677083875935,0.161060498202893,"27-4012","licensed professional engineer"
"28211","","",0,0,0,"17-3011","architecture license"
"28217","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"49-9012","lean certification"
"28220","american society for nondestructive testing","american society for nondestructive testing",0.644409623723339,0.771654758065321,0.715409609745053,"17-3022","the american society for nondestructive testing certification"
"28236","american health information management association","american health information management association",0.300724992917079,0.19117777120191,0.0827135443231113,"49-9062","information technology certification"
"28304","american concrete institute international","concrete transportation construction inspector",0.157245954507849,0.235369678919085,0.0532475597402754,"49-9071","transportation and logistics"
"28306","national institute for automotive service excellence","automobile technician: brakes",0.100212114340718,0.2,0.0288349985826074,"49-9071","brake certified"
"28312","united states coast guard national maritime center","national qmed: machinist/pumpman",0.167020190567863,0.25,0.0600729137137654,"49-9071","machinist certification"
"28318","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"49-9012","osha forklift certification"
"28344","national registry of certified chemists","clinical chemistry technologist",0.167020190567863,0.333333333333333,0.0800972182850205,"49-9052","clinical laboratory scientist"
"28372","international code council","property maintenance and housing inspector",0.167020190567863,0.2,0.0480583309710123,"49-1011","chartered property casualty underwriter"
"28375","academy of internal medicine for veterinary technicians","veterinary internal medicine technician - large animal internal medicine",0.167020190567863,0.25,0.0600729137137654,"35-1011","cardiac medicine"
"28377","american culinary federation, inc.","certified master chef",0.29906264798935,0.596859271869163,0.256805211342936,"35-1011","certified master chef"
"28389","computing technology industry association (comptia)","comptia ctt+",0.167020190567863,0.5,0.120145827427531,"49-9021","comptia linux+"
"28415","autodesk, inc.","autodesk certified professional in inventor for mechanical design",0.295127194870062,0.160162289712301,0.0680047443606423,"49-9071","certified in production and inventory management"
"28416","american society of heating, refrigerating and air-conditioning engineers","american society of heating, refrigerating and air-conditioning engineers",0.387328445474874,0.234750420566163,0.130814379430076,"49-9071","american production and inventory control society certification"
"28418","professional lighting and sound association","certified entertainment electrician",0.164539733517618,0.328382919769937,0.0777357983406942,"49-2022","electrician certification"
"28420","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"29-2055","manicurist certification"
"28453","american association for laboratory animal science","laboratory animal technologist",0.329079467035236,0.328382919769937,0.155471596681388,"29-2056","animal science"
"28502","american public works association","certified public infrastructure inspector",0.175070276462745,0.262049569976409,0.0660032897687299,"27-3042","certified public accountant"
"28627","association of boards of certification","certified operator class i",0.160701515153852,0.240542048550347,0.0556135591922397,"17-3031","certified pool/spa operator"
"28628","american society of plumbing engineers","certified plumbing design technician",0.0745392964589507,0.111572283874063,0.0119649620631954,"49-3023","certified pharmacy technician"
"28666","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"27-4011","certified teacher"
"28715","international society of automation","isa certified control systems technician - level i",0.347780662364981,0.297466740982067,0.148837908687754,"17-3023","certified control systems technician"
"28716","international society of automation","isa certified control systems technician - level i",0.347780662364981,0.297466740982067,0.148837908687754,"17-3023","certified control systems technician"
"28721","association of boards of certification","certified operator class i",0.223834937852828,0.224779668401391,0.0723860061094792,"47-2171","forklift operator certification"
"28722","american concrete institute international","american concrete institute international",0.377789871448191,0.56548533168912,0.307355768103586,"47-2171","american concrete institute"
"28723","building performance institute","crew leader",0.066808076227145,0.2,0.0192233323884049,"47-2171","certified blueprint reader"
"28728","association of boards of certification","wastewater lab analyst class iii",0.240684156211966,0.2,0.069254374572239,"49-9071","wastewater treatment certification"
"28737","international association of plumbing and mechanical officials","backflow prevention assembly repairer certification",0.167020190567863,0.2,0.0480583309710123,"49-3023","backflow license"
"28832","national center for construction education and research","master trainer",0.240684156211966,0.5,0.173135936430598,"49-9041","personal fitness trainer certification"
"28860","national board for respiratory care","adult critical care specialty",0.167020190567863,0.25,0.0600729137137654,"27-1013","home care certificate"
"28878","association for the advancement of medical instrumentation","association for the advancement of medical instrumentation",0.251780427895861,0.215354996508263,0.0780093453171467,"49-9052","american registry for diagnostic medical sonography"
"28962","american concrete institute international","masonry field testing technician",0.53868712718253,0.556320369637666,0.431152861566866,"47-4011","aci field testing technician"
"28973","esco group","combustion appliance zone certification",0.164539733517618,0.246287189827452,0.0583018487555207,"49-1011","appliance repair certificate"
"29020","professional lighting and sound association","certified entertainment electrician",0.164539733517618,0.328382919769937,0.0777357983406942,"49-3031","electrician certification"
"29087","national institute for automotive service excellence","advanced engine performance specialist",0.324192472410029,0.246287189827452,0.114872074301154,"49-3023","certified in small engine repair"
"29119","international association of plumbing and mechanical officials","backflow prevention program specialist/administrator certification",0.164539733517618,0.164191459884968,0.0388678991703471,"29-2055","neonatal resuscitation program"
"29180","international association of administrative professionals","certified administrative professional",0.17755073351299,0.354349840198609,0.0905158065428838,"43-6014","certified medical administrative assistant"
"29273","esco group","green awareness certification",0.240684156211966,0.48034942241344,0.166331494126895,"35-1011","alcohol awareness certification"
"29304","air conditioning contractors of america","epa section 608 certification - refrigerant handling",0.240684156211966,0.24017471120672,0.0831657470634476,"47-2152","epa cfc/hcfc certification"
"29318","dental assisting national board","certified preventative functions dental assistant",0.165394023814041,0.198052730333629,0.0471270614304047,"49-9071","aama certified medical assistant"
"29324","computing technology industry association (comptia)","comptia it fundamentals",0.238203699161721,0.328382919769937,0.112537891767403,"17-3023","it infrastructure library certification"
"29350","cisco systems, inc.","ccnp service provider",0.145025382824828,0.268420321763541,0.0560052998358318,"49-3023","chrysler certified service"
"29490","national institute for automotive service excellence","transit bus technician: electrical/electronic systems",0.228527446513017,0.154535688512053,0.0508085582984775,"49-9071","electronic engineering certification"
"29495","computing technology industry association (comptia)","comptia ctt+",0.167020190567863,0.5,0.120145827427531,"27-4011","comptia security+"
"29496","computing technology industry association (comptia)","comptia ctt+",0.167020190567863,0.5,0.120145827427531,"27-4011","comptia comptia comptia security+"
"29570","national registry of certified chemists","clinical chemistry technologist",0.167020190567863,0.333333333333333,0.0800972182850205,"49-3023","clinical laboratory scientist"
"29578","","",0,0,0,"49-1011","insurance license"
"29580","american society of plumbing engineers","certified plumbing design technician",0.0745392964589507,0.111572283874063,0.0119649620631954,"17-3023","certified pharmacy technician"
"29581","certification board for sterile processing and distribution","certification board for sterile processing and distribution",0.270021405590957,0.176208509690354,0.0684533623789656,"17-3023","pharmacy technician certification board"
"29585","national court reporters association","certified realtime reporter",0.342090467030608,0.349399426635213,0.171962152789891,"27-4011","certified court reporter"
"29596","","",0,0,0,"49-3011","vocational rehabilitation license"
"29606","society of cable telecommunications engineers","business class services specialist",0.241677852797613,0.242611322733379,0.0843563214121599,"29-1126","certified business analysis professional"
"29643","esco group","master specialist hands on supply water temperature reset controls set-up and testing",0.321883671436776,0.16060117758936,0.0743733570681038,"33-2011","driver/operator mobile water supply"
"29698","american bankers association","certified ira services professional",0.0901244383153394,0.134900514136823,0.0174914530795068,"27-4012","certified compensation professional"
"29754","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"47-2061","certified flagger"
"29798","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"27-3042","certified procurement transplant coordinator"
"29818","international code council","residential building inspector",0.291172145068513,0.286016227945033,0.119814730206327,"49-9041","building maintenance"
"29856","american bankers association","certified ira services professional",0.0901244383153394,0.134900514136823,0.0174914530795068,"51-5111","certified treasury professional"
"29868","american culinary federation, inc.","certified working pastry chef",0.167020190567863,0.25,0.0600729137137654,"35-1011","baking and pastry"
"29869","esco group","heat pump service certification",0.208158805523805,0.311577308132735,0.0933104580875768,"35-1011","civil service certification"
"29883","international food service executives association","international food service executives association",0.347752567205483,0.416419794544763,0.208339407046506,"49-9021","commercial food equipment service association"
"29912","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"49-3023","paralegal certification"
"29916","project management institute","project management institute",0.312594416241306,0.623865524238908,0.280570441857171,"49-9043","project management certification"
"29917","computing technology industry association (comptia)","comptia ctt+",0.167020190567863,0.5,0.120145827427531,"49-9043","comptia comptia comptia security+"
"29918","computing technology industry association (comptia)","comptia ctt+",0.167020190567863,0.5,0.120145827427531,"49-9043","comptia security+"
"29980","national association of housing and redevelopment officials","certified specialist of inspection housing quality standards",0.21748779706492,0.186023529187416,0.0582066342414378,"49-1011","certified manager of software quality"
"29995","adobe systems incorporated","adobe experience manager architect",0.167020190567863,0.25,0.0600729137137654,"27-3042","registered architect"
"30000","building performance institute","building performance institute",0.421902583222398,0.842019123133046,0.511097613234762,"47-1011","building performance institute"
"30021","american concrete institute international","masonry field testing technician",0.53868712718253,0.556320369637666,0.431152861566866,"17-3022","aci field testing technician"
"30022","american petroleum institute","welding inspection and metallurgy professional",0.238203699161721,0.197029751861962,0.0675227350604417,"17-3022","welding certification"
"30037","microsoft corporation","microsoft office specialist: word associate (word and word 2019)",0.100212114340718,0.2,0.0288349985826074,"43-6014","45 words per minute"
"30040","solidworks","certified solidworks advanced professional sheet metal",0.334040381135725,0.333333333333333,0.160194436570041,"47-2152","sheet metal certification"
"30107","national board for certification in dental laboratory technology","national board for certification in dental laboratory technology",0.372696173782753,0.278930478790917,0.149561778180089,"43-6014","american board for engineering and technology accredited"
"30113","american bankers association","certified ira services professional",0.0901244383153394,0.134900514136823,0.0174914530795068,"49-2022","shrm certified professional"
"30190","","",0,0,0,"43-6014","licensed practical nurse"
"30315","national institute for automotive service excellence","automobile technician: brakes",0.245786340014161,0.2,0.0707224751474277,"27-4011","air brake certified"
"30323","","",0,0,0,"47-2061","belay"
"30326","the national board of boiler and pressure vessel inspectors","the national board of boiler and pressure vessel inspectors",0.167020190567863,0.111111111111111,0.0266990727616735,"51-8021","boiler operation certificate"
"30355","certtec","certtec advanced electricity and electronics certification",0.226169160214909,0.225690438429372,0.0734372252524264,"49-3023","mecp advanced certification"
"30356","national institute for automotive service excellence","master truck equipment specialist",0.278855852395519,0.185594883925463,0.0744587047881412,"49-3023","mecp master installation"
"30386","","",0,0,0,"49-9071","series 7"
"30387","","",0,0,0,"49-9071","series 63"
"30404","national board for certification in dental laboratory technology","national board for certification in dental laboratory technology",0.372696173782753,0.278930478790917,0.149561778180089,"47-1011","american board for engineering and technology accredited"
"30427","north american technician excellence, inc.","north american technician excellence, inc.",0.239597112122002,0.127520536965183,0.0439573421708971,"43-6014","american heart association certification"
"30446","society of broadcast engineers, inc.","certified radio operator",0.309823711101136,0.618335843205037,0.275618768059299,"49-9071","radio operator"
"30447","eta international","microwave radio technician",0.159652738892411,0.31862961866985,0.0731867110356028,"49-9071","gmdss radio operator's license"
"30472","citrix systems incorporated","citrix virtual apps and desktops service integration with microsoft azure certified",0.167020190567863,0.0909090909090909,0.0218446958959147,"49-9062","capability model maturity integration certification"
"30490","american society for nondestructive testing","industry radiography radiation safety personnel",0.152505194570806,0.182618872667183,0.0400682161256355,"27-4011","osha safety 10 hour"
"30518","national fire protection association","certified sprinkler itm specialist for facility managers",0.24413362888783,0.140735537044259,0.0494311933164438,"49-9071","facility management professional"
"30535","esco group","carbon monoxide safety certification",0.307293665888702,0.338535657644059,0.149667581595138,"47-2151","occupational safety and health administration certification"
"30593","national institute for metalworking skills","machining level i - cnc milling: programming setup & operations",0.167020190567863,0.125,0.0300364568568827,"49-9041","plc programming"
"30807","world safety organization","wso - certified hazardous materials technician i",0.329079467035236,0.328382919769937,0.155471596681388,"47-1011","hazardous materials certification"
"30829","air conditioning contractors of america","epa section 608 certification - refrigerant handling",0.240684156211966,0.24017471120672,0.0831657470634476,"49-9071","cash handling certification"
"30849","national board for certification in dental laboratory technology","certified dental technician",0.234192035351362,0.148763045165417,0.0501229812389352,"19-4031","certified medical laboratory technician"
"30853","certtec","certtec aviation structures certification",0.321883671436776,0.25,0.115773368203857,"17-3024","aviation electronics certificate"
"30854","eta international","general communications technician - level 2",0.167020190567863,0.2,0.0480583309710123,"17-3024","general radiotelephone operator license"
"30859","","",0,0,0,"29-2056","veterinarian license"
"30900","association of energy engineers","certified building commissioning professional",0.39068184751383,0.584782364014683,0.328690546057359,"43-6014","certified building commissioning professional"
"30911","asis","physical security professional",0.154863480868914,0.309071377024106,0.0688616646804844,"53-5031","security clearance"
"30939","world safety organization","wso - certified hazardous materials technician i",0.329079467035236,0.328382919769937,0.155471596681388,"49-9041","hazardous materials certification"
"30971","american health information management association","american health information management association",0.164539733517618,0.197029751861962,0.0466414790044165,"49-3023","licensed mental health counselor"
"30972","national fire protection association","certified electrical safety worker",0.167020190567863,0.25,0.0600729137137654,"49-3023","licensed independent clinical social worker"
"31099","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"43-6014","librarian certification"
"31103","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"27-1013","certified scrummaster"
"31145","crane institute certification","crane institute certification",0.164539733517618,0.328382919769937,0.0777357983406942,"49-1011","certified crane inspector"
"31191","national board of surgical technology and surgical assisting","certified surgical first assistant",0.17755073351299,0.265762380148957,0.0678868549071629,"49-9041","certified first responder"
"31229","computing technology industry association (comptia)","comptia it fundamentals",0.238203699161721,0.328382919769937,0.112537891767403,"49-9081","it infrastructure library certification"
"31242","association of boards of certification","certified operator class i",0.479275120203988,0.224779668401391,0.154992835845929,"47-4011","wastewater treatment plant operator"
"31290","national institute for automotive service excellence","automobile technician: brakes",0.245786340014161,0.2,0.0707224751474277,"51-8031","air brake certified"
"31345","","",0,0,0,"43-6014","optician"
"31407","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"47-2221","certified erector"
"31408","american concrete institute international","american concrete institute international",0.368404607318213,0.330115652770035,0.174968908953233,"47-2221","american institute of steel construction"
"31417","air conditioning contractors of america","instructor certification",0.214304105420607,0.463607065536159,0.142938839076108,"49-9071","certified flight instructor"
"31419","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"27-4011","typing certification"
"31427","association of boards of certification","wastewater lab analyst class iii",0.33155992408548,0.2,0.0954029361016053,"49-9071","wastewater collection license"
"31454","national center for construction education and research","construction site safety technician",0.445499144136292,0.545405075314007,0.349571294283394,"47-1011","construction health and safety technician"
"31458","eta international","industrial electronics",0.163035737515933,0.456547181667958,0.107087355046746,"47-1011","certified industrial hygienist"
"31549","national board for respiratory care","adult critical care specialty",0.167020190567863,0.25,0.0600729137137654,"29-1126","home care certificate"
"31553","international society of automation","isa certified control systems technician - level i",0.347780662364981,0.297466740982067,0.148837908687754,"49-9021","certified control systems technician"
"31554","international society of automation","isa certified control systems technician - level i",0.347780662364981,0.297466740982067,0.148837908687754,"49-9021","certified control systems technician"
"31564","air conditioning contractors of america","light commercial hvac design",0.150170972208725,0.224779668401391,0.0485638078489534,"47-2061","commercial applicators license"
"31645","asis","physical security professional",0.154863480868914,0.309071377024106,0.0688616646804844,"47-1011","security clearance"
"31679","association of boards of certification","wastewater lab analyst class iii",0.240684156211966,0.2,0.069254374572239,"49-1011","wastewater treatment certification"
"31701","academy of internal medicine for veterinary technicians","veterinary internal medicine technician - large animal internal medicine",0.167020190567863,0.25,0.0600729137137654,"49-3031","cardiac medicine"
"31703","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"43-6014","certified substance abuse counselor"
"31705","green business certification inc.","green business certification inc.",0.162083957427401,0.242611322733379,0.0565745112770041,"43-6014","business license"
"31732","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"47-2011","certified boilermaker"
"31733","american society for nondestructive testing","industry radiography radiation safety personnel",0.152505194570806,0.182618872667183,0.0400682161256355,"49-9041","osha safety 10 hour"
"31736","american petroleum institute","welding inspection and metallurgy professional",0.238203699161721,0.197029751861962,0.0675227350604417,"49-9098","welding certification"
"31741","eta international","industrial electronics",0.152505194570806,0.456547181667958,0.100170540314089,"47-2152","nccer industrial pipefitter"
"31749","international association of plumbing and mechanical officials","infection control & water quality certification",0.390562659044363,0.467683167785242,0.262792019268367,"47-2111","quality control certification"
"31759","american concrete institute international","american concrete institute international",0.368404607318213,0.330115652770035,0.174968908953233,"47-2061","american institute of steel construction"
"31772","north american board of certified energy practitioners","north american board of certified energy practitioners",0.760679343424761,0.650630784593406,0.712042546191671,"49-9081","north american board of energy practitioners"
"31811","smart automation certification alliance","saca certified industry 4.0 production systems specialist ii",0.167020190567863,0.125,0.0300364568568827,"49-9095","production certificate"
"31812","project management institute","project management institute",0.312594416241306,0.623865524238908,0.280570441857171,"49-9095","project management certification"
"31813","esco group","green awareness certification",0.233316704536515,0.465645707749956,0.156304381106405,"49-9095","six sigma green belt certification"
"31814","project management institute","project management institute",0.312594416241306,0.623865524238908,0.280570441857171,"49-9095","project management professional"
"31815","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"49-9095","six sigma black belt certification"
"31935","american institute of constructors","american institute of constructors",0.267848432167724,0.400922234696668,0.154496613560198,"43-6014","american institute of architects"
"32008","solid waste association of north america","household hazardous waste & cesqg collection facility operations - specialist",0.33155992408548,0.248143594913726,0.118368137647884,"49-3031","hazardous waste incinerator operator"
"32027","esco group","certified in hydrocarbon refrigerants",0.376179809020788,0.220324579424602,0.11924169611367,"47-2061","leadership in energy and environmental design certified"
"32058","national board for respiratory care","registered respiratory therapist - sleep disorders specialty",0.236749538131826,0.152182393889319,0.0518350193917829,"17-3024","registered cardiovascular invasive specialist"
"32068","global information assurance certification","global information assurance certification",0.326672929460274,0.238972214002387,0.112313062043714,"49-3023","giac information security fundamentals"
"32071","global information assurance certification","giac certified web application defender",0.167020190567863,0.2,0.0480583309710123,"49-3023","giac security leadership"
"32072","global information assurance certification","giac certified web application defender",0.240684156211966,0.2,0.069254374572239,"49-3023","sans/giac certification"
"32087","citrix systems incorporated","citrix endpoint management certified",0.237229274292363,0.233661523328138,0.0797489910909575,"17-3023","certified evaluation and management coder"
"32128","national board for certification in dental laboratory technology","national board for certification in dental laboratory technology",0.524626569361982,0.392637087452025,0.29635435544851,"29-2055","national board for certification in occupational therapy"
"32144","computing technology industry association (comptia)","comptia ctt+",0.167020190567863,0.5,0.120145827427531,"27-4011","comptia network+"
"32166","aerospace medical association","certification in aerospace physiology",0.0736639656441036,0.11026206681008,0.0116855978783391,"17-3023","bloodborne pathogens certification"
"32204","esco group","master specialist hands on hydronic system variable flow control set-up and commissioning",0.167776497452976,0.078456559639695,0.0189378249276266,"47-1011","certified pest control"
"32271","electrical training alliance","electrical training alliance",0.233316704536515,0.31862961866985,0.106955147485445,"51-8031","engineer in training certification"
"32276","association of energy engineers","certified energy auditor",0.172614500372528,0.344498270509781,0.0855527620073616,"49-9094","certified information systems auditor"
"32295","american society of heating, refrigerating and air-conditioning engineers","american society of heating, refrigerating and air-conditioning engineers",0.22746100279769,0.115103626566556,0.0376674022658574,"47-2152","american bureau of shipping certification"
"32388","american petroleum institute","welding inspection and metallurgy professional",0.238203699161721,0.197029751861962,0.0675227350604417,"49-1011","welding certification"
"32394","professional lighting and sound association","certified entertainment electrician",0.164539733517618,0.328382919769937,0.0777357983406942,"49-9021","master electrician license"
"32397","american society for nondestructive testing","industry radiography radiation safety personnel",0.152505194570806,0.182618872667183,0.0400682161256355,"49-9021","workplace safety"
"32452","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"43-6014","mbe certified"
"32487","american society for nondestructive testing","american society for nondestructive testing",0.331815207482033,0.397335443521976,0.189680771328827,"49-3023","american society for clinical pathology certification"
"32488","","",0,0,0,"49-3023","mortgage license"
"32494","citrix systems incorporated","citrix sharefile certified",0.17755073351299,0.354349840198609,0.0905158065428838,"43-6014","citrix certified administrator"
"32512","national board of surgical technology and surgical assisting","certified surgical first assistant",0.167020190567863,0.25,0.0600729137137654,"51-8021","first aid cpr aed"
"32519","","",0,0,0,"49-3023","co-op"
"32547","","",0,0,0,"43-6014","licensed vocational nurse"
"32549","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"49-2022","certified climber"
"32550","national institute for automotive service excellence","military tactical wheeled vehicle certification - diesel engines (mil2)",0.167020190567863,0.125,0.0300364568568827,"43-6014","certified military"
"32602","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"33-2011","certified driver"
"32616","esco group","carbon monoxide safety certification",0.307293665888702,0.338535657644059,0.149667581595138,"49-9081","occupational safety and health administration certification"
"32621","esco group","carbon monoxide safety certification",0.307293665888702,0.338535657644059,0.149667581595138,"17-3031","occupational safety and health administration certification"
"32623","national board of surgical technology and surgical assisting","certified surgical first assistant",0.167020190567863,0.25,0.0600729137137654,"17-3031","first aid cpr aed"
"32639","building performance institute","quality control inspector",0.223661492406234,0.31862961866985,0.102529083610383,"49-3023","certified quality technician"
"32720","association of certified fraud examiners","certified fraud examiner",0.337203472405401,0.672979458868459,0.326485246116972,"47-4011","certified fraud examiner"
"32734","electrical generating systems association","electrical generator systems technician certification",0.208158805523805,0.249261846506188,0.0746483664700614,"17-3024","electrical certification"
"32803","electrical generating systems association","electrical generator systems technician certification",0.208158805523805,0.249261846506188,0.0746483664700614,"49-9041","electrical certification"
"32822","international association of plumbing and mechanical officials","backflow prevention assembly repairer certification",0.167020190567863,0.2,0.0480583309710123,"47-4011","backflow license"
"32833","national board for respiratory care","registered respiratory therapist - sleep disorders specialty",0.236749538131826,0.152182393889319,0.0518350193917829,"49-9062","registered cardiovascular invasive specialist"
"32848","national fire protection association","certified electrical safety worker",0.100212114340718,0.15,0.0216262489369555,"49-9071","work keys"
"32904","aabc commissioning group","certified commissioning authority",0.0105305429451275,0.0210165068652759,0.000318405830003483,"43-6014","certified specimen collector"
"32928","national inspection, testing and certification corporation","star steamfitting-pipefitting mastery",0.167020190567863,0.333333333333333,0.0800972182850205,"29-2055","5 star"
"33062","crane institute certification","qualified rigger advanced",0.162083957427401,0.323481763644505,0.0754326817026721,"47-2061","certified rigger"
"33085","","",0,0,0,"29-2055","histotechnologist"
